cohort	analysis_route	genus	complete_pairs	median_tumor_relabund	median_normal_relabund	median_paired_clr_effect	wilcoxon_p	bh_fdr_q
PRJNA666746	DADA2_ASV	g__Massilia	50	0	0	0.0473978	0.257124	0.287022
PRJNA666746	DADA2_ASV	g__Mediterraneibacter	50	0	0	0.0888846	0.885886	0.897099
PRJNA666746	DADA2_ASV	g__Megamonas	50	0.00200823	0.00508438	-0.814118	0.00939212	0.0137866
PRJNA666746	DADA2_ASV	g__Megasphaera	50	0.000398899	0.00144115	-0.931012	0.0345308	0.0455351
PRJNA666746	DADA2_ASV	g__Mesobacillus	50	0	0	0.0341317	0.313666	0.342181
PRJNA666746	DADA2_ASV	g__Metabacillus	50	0	0	0.152114	0.00652521	0.00984937
PRJNA666746	DADA2_ASV	g__Methylobacillus	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	g__Methylobacterium	50	0	0.000148447	-0.142928	0.0607014	0.0766755
PRJNA666746	DADA2_ASV	g__Methylocella	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	g__Methylophilus	50	0	0	0.130499	0.0043169	0.00677161
PRJNA666746	DADA2_ASV	g__Methylopila	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	g__Methylorubrum	50	0	0	0.130499	0.295473	0.325291
PRJNA666746	DADA2_ASV	g__Microbacterium	50	0	0	0.139186	0.019067	0.026224
PRJNA666746	DADA2_ASV	g__Microcella	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Micrococcus	50	0	0	0.184146	0.893447	0.902852
PRJNA666746	DADA2_ASV	g__Micropruina	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Microvirga	50	0	0	0.0888846	0.0788579	0.0975562
PRJNA666746	DADA2_ASV	g__Mobiluncus	50	0	0	0.139186	0.00184253	0.00323962
PRJNA666746	DADA2_ASV	g__Mogibacterium	50	0	0	0.0405512	0.431911	0.462762
PRJNA666746	DADA2_ASV	g__Moraxella	50	0	0	0.0888846	0.954225	0.954225
PRJNA666746	DADA2_ASV	g__Morganella	50	0	0	0.139186	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	g__Moryella	50	0	0	0.152114	0.00153956	0.00275741
PRJNA666746	DADA2_ASV	g__Mucilaginibacter	50	0	0	0.152114	2.82831e-05	0.000222555
PRJNA666746	DADA2_ASV	g__Murdochiella	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__Muricoccus	50	0	0	0.141895	0.000136287	0.000499371
PRJNA666746	DADA2_ASV	g__Mycobacterium	50	0	0	0.130499	0.00354364	0.0057271
PRJNA666746	DADA2_ASV	g__Mycoplasma	50	0	0	0.0823185	0.347207	0.377912
PRJNA666746	DADA2_ASV	g__Myxosarcina_SAG_30.84	50	0	0	0.130499	0.00632549	0.00957803
PRJNA666746	DADA2_ASV	g__NK4A214_group	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	g__Nafulsella	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Neisseria	50	0.0193873	0.01777	-0.210802	0.774053	0.795601
PRJNA666746	DADA2_ASV	g__Neobacillus	50	0	0	0.152114	1.97602e-05	0.000166401
PRJNA666746	DADA2_ASV	g__Neorhizobium	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Nevskia	50	0	0	0.134993	0.00227623	0.0039021
PRJNA666746	DADA2_ASV	g__Nibribacter	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Niveispirillum	50	0	0	0.141895	9.04064e-05	0.00039812
PRJNA666746	DADA2_ASV	g__Nocardioides	50	0	0	0.165269	0.00939212	0.0137866
PRJNA666746	DADA2_ASV	g__Noviherbaspirillum	50	0	0	0.0687781	0.863265	0.877897
PRJNA666746	DADA2_ASV	g__Novispirillum	50	0	0	0.152114	7.15565e-05	0.000390308
PRJNA666746	DADA2_ASV	g__Novosphingobium	50	0	0	0.152114	0.00299625	0.00492534
PRJNA666746	DADA2_ASV	g__OLB12	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Oceanobacillus	50	0	0	0.141895	0.000645726	0.00157225
PRJNA666746	DADA2_ASV	g__Odoribacter	50	0	0	0.139186	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	g__Oleiharenicola	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Olsenella	50	0	0	0.0823185	0.611851	0.642644
PRJNA666746	DADA2_ASV	g__Oribacterium	50	0.000624002	0.00128065	-0.279994	0.197635	0.226949
PRJNA666746	DADA2_ASV	g__Ornithinimicrobium	50	0	0	0.152114	0.000298004	0.00101448
PRJNA666746	DADA2_ASV	g__Ornithobacterium	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Oscillibacter	50	0	0	0.171295	0.000298004	0.00101448
PRJNA666746	DADA2_ASV	g__Ottowia	50	0	0	0.171295	1.85997e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Paenarthrobacter	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Paenibacillus	50	0	0.000300096	-0.84251	0.000432634	0.00135728
PRJNA666746	DADA2_ASV	g__Palleronia-Pseudomaribius	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	g__Paludibacter	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Paludisphaera	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__Pantoea	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	g__Parabacteroides	50	0	0	0.0687781	0.273727	0.303439
PRJNA666746	DADA2_ASV	g__Paracoccus	50	0.000691255	0.000756244	0.285758	0.181255	0.209644
PRJNA666746	DADA2_ASV	g__Paradevosia	50	0	0	0.152114	2.82831e-05	0.000222555
PRJNA666746	DADA2_ASV	g__Parafilimonas	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Paraprevotella	50	0	0	0.189301	0.744896	0.767275
PRJNA666746	DADA2_ASV	g__Parascardovia	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Parvimonas	50	0.00109545	0.000888115	0.0827636	0.521025	0.553301
PRJNA666746	DADA2_ASV	g__Paucibacter	50	0	0	0.152114	7.15565e-05	0.000390308
PRJNA666746	DADA2_ASV	g__Pedobacter	50	0	0	0.110749	0.140684	0.165917
PRJNA666746	DADA2_ASV	g__Pelistega	50	0	0	0.141895	0.000108676	0.000417316
PRJNA666746	DADA2_ASV	g__Pelospora	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__Peptoanaerobacter	50	0	0	0.185186	0.00184253	0.00323962
PRJNA666746	DADA2_ASV	g__Peptococcus	50	0	0	0.0888846	0.282293	0.312213
PRJNA666746	DADA2_ASV	g__Peptoniphilus	50	0	0	0.070381	0.645876	0.673958
PRJNA666746	DADA2_ASV	g__Peptostreptococcus	50	0.00193862	0.00188981	0.22524	0.0723775	0.0897705
PRJNA666746	DADA2_ASV	g__Peredibacter	50	0	0	0.134993	0.000185858	0.000660829
PRJNA666746	DADA2_ASV	g__Peribacillus	50	0	0	0.152114	6.50899e-05	0.000385718
PRJNA666746	DADA2_ASV	g__Phascolarctobacterium	50	0.000109663	0.000218616	0.253034	0.585207	0.617361
PRJNA666746	DADA2_ASV	g__Phaselicystis	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	g__Phenylobacterium	50	0	0	0.0587326	0.362243	0.393386
PRJNA666746	DADA2_ASV	g__Phocaeicola	50	0	0	0.139186	0.0136869	0.0193227
PRJNA666746	DADA2_ASV	g__Phreatobacter	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	g__Planifilum	50	0	0	0.152114	6.50899e-05	0.000385718
PRJNA666746	DADA2_ASV	g__Pontibacter	50	0	0	0.152114	0.00204909	0.0035766
PRJNA666746	DADA2_ASV	g__Porphyromonas	50	0.00199038	0.00378319	0.14437	0.901018	0.90859
PRJNA666746	DADA2_ASV	g__Prevotella	50	0.0206631	0.0097472	0.78755	0.0161853	0.0225841
PRJNA666746	DADA2_ASV	g__Prevotellaceae_NK3B31_group	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	g__Priestia	50	0	0	0.130499	0.0105666	0.0154164
PRJNA666746	DADA2_ASV	g__Propionibacterium	50	0	0	0.134993	0.0268486	0.0360989
PRJNA666746	DADA2_ASV	g__Propionicicella	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Propioniciclava	50	0	0	0.216347	1.36759e-05	0.000131288
PRJNA666746	DADA2_ASV	g__Propionivibrio	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Prosthecobacter	50	0	0	0.134993	0.000726163	0.00157225
PRJNA666746	DADA2_ASV	g__Proteiniclasticum	50	0	0	0.141895	0.000162874	0.000587818
PRJNA666746	DADA2_ASV	g__Proteiniphilum	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Proteus	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	g__Pseudaeromonas	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Pseudidiomarina	50	0	0	0.141895	0.0054056	0.00828974
PRJNA666746	DADA2_ASV	g__Pseudochrobactrum	50	0	0	0.152114	7.8612e-05	0.000391488
PRJNA666746	DADA2_ASV	g__Pseudoleptotrichia	50	0.00135156	0.00149377	0.250119	0.367343	0.396235
PRJNA666746	DADA2_ASV	g__Pseudomonas	50	0.000285342	0.00155788	-1.1359	0.0175754	0.024242
PRJNA666746	DADA2_ASV	g__Pseudonocardia	50	0	0	0.130499	0.00445942	0.00692726
PRJNA666746	DADA2_ASV	g__Pseudoramibacter	50	0	0	0.130499	0.0122133	0.0176579
PRJNA666746	DADA2_ASV	g__Pseudorhodoplanes	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Pseudoxanthomonas	50	0	0	0.0888846	0.245131	0.275557
PRJNA666746	DADA2_ASV	g__Psychrobacter	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	g__Puia	50	0	0	0.141895	0.000914937	0.00168911
PRJNA666746	DADA2_ASV	g__Pyramidobacter	50	0	0	0.130499	0.0506052	0.0649479
PRJNA666746	DADA2_ASV	g__Qinpengyuania	50	0	0	0.134993	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	g__Qipengyuania	50	0	0	0.165269	0.0046061	0.0071091
PRJNA666746	DADA2_ASV	g__Ralstonia	50	0	0	0.110749	0.0125682	0.0179546
PRJNA666746	DADA2_ASV	g__Ramlibacter	50	0	0	0.0888846	0.11394	0.136387
PRJNA666746	DADA2_ASV	g__Reyranella	50	0	0	0.141895	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	g__Rheinheimera	50	0	0	0.198341	0.000726163	0.00157225
PRJNA666746	DADA2_ASV	g__Rhizobacter	50	0	0	0.152114	5.9167e-05	0.000364105
PRJNA666746	DADA2_ASV	g__Rhizobium	50	0	0	0.130499	0.0678037	0.0845345
PRJNA666746	DADA2_ASV	g__Rhizorhabdus	50	0	0	0.130499	0.00417845	0.00664124
PRJNA666746	DADA2_ASV	g__Rhodococcus	50	0	0	0.242348	2.1499e-07	5.15977e-05
PRJNA666746	DADA2_ASV	g__Rhodocytophaga	50	0	0	0.152114	6.20632e-05	0.000377093
PRJNA666746	DADA2_ASV	g__Rhodovarius	50	0	0	0.152114	7.51849e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Rikenellaceae_RC9_gut_group	50	0	0	0.130499	0.140684	0.165917
PRJNA666746	DADA2_ASV	g__Romboutsia	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__Roseateles	50	0	0	0.134993	0.0013801	0.0024998
PRJNA666746	DADA2_ASV	g__Roseburia	50	0.00144402	0.00438286	-0.790372	0.0133048	0.0188944
PRJNA666746	DADA2_ASV	g__Roseimarinus	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Roseomonas	50	0	0	0.152114	0.0255001	0.0345764
PRJNA666746	DADA2_ASV	g__Rossellomorea	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__Rothia	50	0.00141556	0.00630268	-0.411597	0.143333	0.168214
PRJNA666746	DADA2_ASV	g__Rubellimicrobium	50	0	0	0.152114	0.000367117	0.00122372
PRJNA666746	DADA2_ASV	g__Rubritepida	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Rubrobacter	50	0	0	0.130499	0.00784437	0.0116935
PRJNA666746	DADA2_ASV	g__Rufibacter	50	0	0	0.141895	0.00235681	0.00401159
PRJNA666746	DADA2_ASV	g__Ruminococcus	50	0	0	0.152114	6.82525e-05	0.000390308
PRJNA666746	DADA2_ASV	g__Ruthenibacterium	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	g__S5-A14a	50	0	0	0.152114	5.63962e-05	0.000360936
PRJNA666746	DADA2_ASV	g__SKP-2	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__SM1A02	50	0	0	0.141895	0.000573477	0.00157225
PRJNA666746	DADA2_ASV	g__Saccharofermentans	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Saccharopolyspora	50	0	0	0.141895	0.00557949	0.00850208
PRJNA666746	DADA2_ASV	g__Salinicoccus	50	0	0	0.141895	0.000108676	0.000417316
PRJNA666746	DADA2_ASV	g__Scardovia	50	0	0	0.152114	0.15714	0.183969
PRJNA666746	DADA2_ASV	g__Schaalia	50	0.00238147	0.00507949	-0.558223	0.197635	0.226949
PRJNA666746	DADA2_ASV	g__Schinkia	50	0	0	0.141895	0.00235681	0.00401159
PRJNA666746	DADA2_ASV	g__Sediminibacterium	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Segatella	50	0.00414864	0.00608858	0.0839104	0.639009	0.668245
PRJNA666746	DADA2_ASV	g__Selenomonas	50	0.0042031	0.00455258	0.0888846	0.598463	0.629961
PRJNA666746	DADA2_ASV	g__Senegalimassilia	50	0	0	0.240471	0.0517862	0.0662864
PRJNA666746	DADA2_ASV	g__Serinicoccus	50	0	0	0.130499	0.0043169	0.00677161
PRJNA666746	DADA2_ASV	g__Serratia	50	0.0185393	0.0748346	-1.38543	2.00396e-07	5.15977e-05
PRJNA666746	DADA2_ASV	g__Shewanella	50	0	0	0.141895	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	g__Shinella	50	0	0	0.141895	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Shuttleworthia	50	0	0	0.130499	0.0362699	0.0475671
PRJNA666746	DADA2_ASV	g__Skermanella	50	0	0	0.134993	0.00227623	0.0039021
PRJNA666746	DADA2_ASV	g__Slackia	50	0	0	0.225526	0.000469247	0.00145315
PRJNA666746	DADA2_ASV	g__Sneathia	50	0	0	0.152114	0.000432634	0.00135728
PRJNA666746	DADA2_ASV	g__Solitalea	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Solobacterium	50	0.000462956	0.000225103	0.0888846	0.313666	0.342181
PRJNA666746	DADA2_ASV	g__Sphaerochaeta	50	0	0	0.130499	0.00417845	0.00664124
PRJNA666746	DADA2_ASV	g__Sphingobacterium	50	0	0	0.141895	0.000551083	0.00156521
PRJNA666746	DADA2_ASV	g__Sphingobium	50	0	0	0.134993	0.0125682	0.0179546
PRJNA666746	DADA2_ASV	g__Sphingomonas	50	0	0	0.108577	0.723259	0.748199
PRJNA666746	DADA2_ASV	g__Staphylococcus	50	0.00040996	0.001105	-1.11769	0.026167	0.0353807
PRJNA666746	DADA2_ASV	g__Stenotrophomonas	50	0	0	0.0687781	0.46061	0.491318
PRJNA666746	DADA2_ASV	g__Stomatobaculum	50	0	0	0.119436	0.299955	0.328717
PRJNA666746	DADA2_ASV	g__Streptobacillus	50	0	0	0.171295	0.000784737	0.00157225
PRJNA666746	DADA2_ASV	g__Streptococcus	50	0.0773818	0.120072	-0.230092	0.222315	0.251085
PRJNA666746	DADA2_ASV	g__Succiniclasticum	50	0	0	0.134993	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Succinivibrio	50	0	0	0.102456	0.781393	0.801429
PRJNA666746	DADA2_ASV	g__Sutterella	50	0.000213036	0.000773009	-0.34878	0.143333	0.168214
PRJNA666746	DADA2_ASV	g__TM7a	50	0	0	0.152114	0.000211787	0.000747484
PRJNA666746	DADA2_ASV	g__TM7x	50	0	0	0.0341317	0.257124	0.287022
PRJNA666746	DADA2_ASV	g__Tannerella	50	0	0	0.185186	0.0542162	0.0692121
PRJNA666746	DADA2_ASV	g__Tautonia	50	0	0	0.141895	8.23756e-05	0.000391488
PRJNA666746	DADA2_ASV	g__Tepidicella	50	0	0	0.141895	9.04064e-05	0.00039812
PRJNA666746	DADA2_ASV	g__Terrimonas	50	0	0	0.141895	0.000573477	0.00157225
PRJNA666746	DADA2_ASV	g__Tessaracoccus	50	0	0	0.141895	7.15565e-05	0.000390308
PRJNA666746	DADA2_ASV	g__Tetrasphaera	50	0	0	0.141895	0.000103814	0.000411826
PRJNA666746	DADA2_ASV	g__Thauera	50	0	0	0.152114	0.000382585	0.00126649
PRJNA666746	DADA2_ASV	g__Thermomonas	50	0	0	0.152114	0.000398648	0.00130171
PRJNA666746	DADA2_ASV	g__Thermus	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	g__Thioclava	50	0	0	0.134993	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	g__Thomasclavelia	50	0	0	0.130499	0.00911696	0.013465
PRJNA666746	DADA2_ASV	g__Treponema	50	0	0.000107746	0.152114	0.261209	0.290905
PRJNA666746	DADA2_ASV	g__Truepera	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__Tsuneonella	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	g__Tumebacillus	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	g__Tyzzerella	50	0	0	0.0827636	0.840754	0.856819
PRJNA666746	DADA2_ASV	g__UBA12409	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__UCG-002	50	0	0	0.152114	0.000352222	0.00118228
PRJNA666746	DADA2_ASV	g__UCG-003	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	g__UCG-004	50	0	0	0.134993	0.000620771	0.00157225
PRJNA666746	DADA2_ASV	g__UCG-005	50	0	0	0.141895	0.00190921	0.00334459
PRJNA666746	DADA2_ASV	g__Uliginosibacterium	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Ureaplasma	50	0	0	0.141895	9.04064e-05	0.00039812
PRJNA666746	DADA2_ASV	g__Vampirovibrio	50	0	0	0.152114	5.9167e-05	0.000364105
PRJNA666746	DADA2_ASV	g__Varibaculum	50	0	0	0.152114	0.000324077	0.00109547
PRJNA666746	DADA2_ASV	g__Variovorax	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	g__Veillonella	50	0.00950252	0.0154802	-0.275388	0.0951333	0.115898
PRJNA666746	DADA2_ASV	g__Verruc-01	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	g__Verticiella	50	0	0	0.141895	0.000508667	0.00151652
PRJNA666746	DADA2_ASV	g__Vibrio	50	0	0	0.141895	0.000529488	0.00154972
PRJNA666746	DADA2_ASV	g__Vulcaniibacterium	50	0	0	0.151012	0.0255001	0.0345764
PRJNA666746	DADA2_ASV	g__W5053	50	0	0	0.141895	0.00760945	0.0113786
PRJNA666746	DADA2_ASV	g__Weissella	50	0	0	0.152114	4.87871e-05	0.000329828
PRJNA666746	DADA2_ASV	g__Xanthobacter	50	0	0	0.141895	0.000529488	0.00154972
PRJNA666746	DADA2_ASV	g__Xylanibacter	50	0	0	0.110749	0.0450275	0.0582566
PRJNA666746	DADA2_ASV	g__Zoogloea	50	0	0	0.141895	0.000103814	0.000411826
PRJNA666746	DADA2_ASV	g__[Clostridium]_innocuum_group	50	0	0	0.152114	0.0016549	0.00295297
PRJNA666746	DADA2_ASV	g__[Eubacterium]_brachy_group	50	0	0	0.0910573	0.211485	0.240552
PRJNA666746	DADA2_ASV	g__[Eubacterium]_eligens_group	50	0	0.000234874	-0.104243	0.291035	0.321142
PRJNA666746	DADA2_ASV	g__[Eubacterium]_saphenum_group	50	0	0	0.0888846	0.105255	0.12694
PRJNA666746	DADA2_ASV	g__[Eubacterium]_sulci_group	50	0	0	0.0823185	0.694746	0.721814
PRJNA666746	DADA2_ASV	g__[Eubacterium]_xylanophilum_group	50	0	0	0.141895	0.000645726	0.00157225
PRJNA666746	DADA2_ASV	g__[Eubacterium]_yurii_group	50	0	0	0.139186	0.0567387	0.0720491
PRJNA666746	DADA2_ASV	g__[Polyangium]_brachysporum_group	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	g__[Ruminococcus]_gnavus_group	50	0	0	0.110749	0.299955	0.328717
PRJNA822685	DADA2_ASV	Unclassified	56	0	0	0.101236	0.00408795	0.0388238
PRJNA822685	DADA2_ASV	g__Abiotrophia	56	0	0	0.0649226	0.183649	0.223939
PRJNA822685	DADA2_ASV	g__Acholeplasma	56	0	0	0.0745992	0.0689069	0.0986152
PRJNA822685	DADA2_ASV	g__Achromobacter	56	0	0	0.0552958	0.263772	0.306027
PRJNA822685	DADA2_ASV	g__Acidiferrimicrobium	56	0	0	0.0836352	0.0154076	0.0388238
PRJNA822685	DADA2_ASV	g__Acidocella	56	0	0	0.0836352	0.0192279	0.0425506
PRJNA822685	DADA2_ASV	g__Acidovorax	56	0	0	0.0836352	0.0228564	0.0462939
PRJNA822685	DADA2_ASV	g__Acinetobacter	56	0	0	0.0912239	0.178329	0.218567
PRJNA822685	DADA2_ASV	g__Actinobacillus	56	0	0	0.0580825	0.787788	0.811558
PRJNA822685	DADA2_ASV	g__Actinomyces	56	0	0	-0.110756	0.0104274	0.0388238
PRJNA822685	DADA2_ASV	g__Aeriscardovia	56	0	0	0.0836352	0.0339351	0.0623884
PRJNA822685	DADA2_ASV	g__Aerococcus	56	0	0	0.0836352	0.012272	0.0388238
PRJNA822685	DADA2_ASV	g__Aeromonas	56	0	0	0.0912239	0.00842022	0.0388238
PRJNA822685	DADA2_ASV	g__Aggregatibacter	56	0	0	0.0062087	0.472866	0.523218
PRJNA822685	DADA2_ASV	g__Akkermansia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Alistipes	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Alloprevotella	56	0	0.00213146	-0.150058	0.00453026	0.0388238
PRJNA822685	DADA2_ASV	g__Alloscardovia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Alysiella	56	0	0	0.111517	0.00275662	0.0388238
PRJNA822685	DADA2_ASV	g__Aminipila	56	0	0	0.0718125	0.189085	0.228239
PRJNA822685	DADA2_ASV	g__Anaerobutyricum	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Anaerococcus	56	0	0	0.0745992	0.0552488	0.0810089
PRJNA822685	DADA2_ASV	g__Anaeroglobus	56	0	0	0.0552958	0.601633	0.653592
PRJNA822685	DADA2_ASV	g__Anaerostipes	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Anaerovorax	56	0	0	0.0745992	0.0439256	0.0724015
PRJNA822685	DADA2_ASV	g__Atopobium	56	0	0	0.0912239	0.00612935	0.0388238
PRJNA822685	DADA2_ASV	g__Azospirillum	56	0	0	0.0745992	0.053208	0.0784982
PRJNA822685	DADA2_ASV	g__Bacillus	56	0	0	0.0836352	0.0147293	0.0388238
PRJNA822685	DADA2_ASV	g__Bacteroides	56	0	0	0.0535189	0.781518	0.808584
PRJNA822685	DADA2_ASV	g__Bergeyella	56	0.00015024	0	0.0062087	0.993492	0.993492
PRJNA822685	DADA2_ASV	g__Bifidobacterium	56	0	0	0.0836352	0.0238515	0.0479035
PRJNA822685	DADA2_ASV	g__Bilophila	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Blautia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Blvii28_wastewater-sludge_group	56	0	0	0.111517	0.00822004	0.0388238
PRJNA822685	DADA2_ASV	g__Brachymonas	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	g__Bradyrhizobium	56	0	0	0.0745992	0.0398225	0.068968
PRJNA822685	DADA2_ASV	g__Brevibacterium	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Brevundimonas	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	g__Brucella	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	g__Bryobacter	56	0	0	0.0836352	0.0154076	0.0388238
PRJNA822685	DADA2_ASV	g__Bulleidia	56	0	0	0.0552958	0.133381	0.17047
PRJNA822685	DADA2_ASV	g__Burkholderia-Caballeronia-Paraburkholderia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Butyrivibrio	56	0	0	0.0836352	0.0332543	0.0623884
PRJNA822685	DADA2_ASV	g__Campylobacter	56	0.0104748	0.00779967	0.342204	0.00883369	0.0388238
PRJNA822685	DADA2_ASV	g__Candidatus_Cardinium	56	0	0	0.0745992	0.0406161	0.0693374
PRJNA822685	DADA2_ASV	g__Candidatus_Saccharimonas	56	0	0	0.0319663	0.695398	0.728948
PRJNA822685	DADA2_ASV	g__Capnocytophaga	56	0.018718	0.0155398	-0.0185043	0.641965	0.681909
PRJNA822685	DADA2_ASV	g__Cardiobacterium	56	0	0	0.0062087	0.203194	0.240412
PRJNA822685	DADA2_ASV	g__Catonella	56	0.00423803	0.00161017	0.579665	0.00107171	0.0182957
PRJNA822685	DADA2_ASV	g__Caulobacter	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Christensenellaceae_R-7_group	56	0	0	0.0836352	0.0306469	0.0585969
PRJNA822685	DADA2_ASV	g__Chryseobacterium	56	0	0	0.0912239	0.00453026	0.0388238
PRJNA822685	DADA2_ASV	g__Cloacibacterium	56	0	0	0.0836352	0.0382748	0.0677606
PRJNA822685	DADA2_ASV	g__Comamonas	56	0	0	-0.0380944	0.053208	0.0784982
PRJNA822685	DADA2_ASV	g__Coprococcus	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	g__Corynebacterium	56	0	0	-0.0319494	0.123149	0.159095
PRJNA822685	DADA2_ASV	g__Coxiella	56	0	0	0.0912239	0.0099478	0.0388238
PRJNA822685	DADA2_ASV	g__Cryptobacterium	56	0	0	0.0836352	0.0184035	0.0420188
PRJNA822685	DADA2_ASV	g__Cupriavidus	56	0	0	0.0552958	0.365234	0.413701
PRJNA822685	DADA2_ASV	g__Defluviitaleaceae_UCG-011	56	0	0	-0.062391	0.750389	0.779752
